class,text
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Истец: Порезов Дмитрий Сергеевич
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Ответчик: Некрасов Денис Олегович
Адрес регистрации: Курганская область, г. Курган, ул. Громова, д. 87, кв. 13.
Заявление о разъяснении решения суда
В производстве Курганского городского суда Курганской области рассматривалось дело по иску Порезова Дмитрия Сергеевича к Некрасову Денису Олеговичу о взыскании задолженности и неустойки за нарушение условий договора поставки.
Согласно решению по делу № 2-6776/2025 от 15.09.2025 г. суд удовлетворил требования истца, однако содержание решения истцу неясно, в связи с чем его невозможно привести в исполнение.
Руководствуясь ст. 35, 202 ГПК
Прошу:
1.	Разъяснить решение суда № 2-6776/2025 от 15.09.2025
Приложения:
1.	Копия доверенности представителя.
Порезов Дмитрий Сергеевич "
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Истец: Ожегов Дмитрий Сергеевич
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Ответчик: Некрасов Денис Олегович
Адрес регистрации: Курганская область, г. Курган, ул. Громова, д. 87, кв. 13.
Заявление о рассрочке исполнения решения суда
В производстве Курганского городского суда Курганской области рассматривалось дело по иску Ожегова Дмитрия Сергеевича к Некрасову Денису Олеговичу о взыскании задолженности и неустойки за нарушение условий договора поставки.
Согласно решению по делу № 2-6776/2025 от 15.09.2025 г. суд удовлетворил требования истца, ответчик обязан выплатить истцу денежные средства в сумме 450 000 рублей.
Довожу до сведения, что Ответчик является пенсионером, не имеет возможности погасить сумму единоразово, в связи с чем
Руководствуясь ст. 35, 203 ГПК
Прошу:
1.	Предоставить рассрочку исполнения решения сроком на один год.
Некрасов Денис Олегович "
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Истец: Ожегов Дмитрий Сергеевич
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Ответчик: Красков Денис Олегович
Адрес регистрации: Курганская область, г. Курган, ул. Громова, д. 87, кв. 13.
Заявление об описке в решении суда
В производстве Курганского городского суда Курганской области рассматривалось дело по иску Ожегова Дмитрия Сергеевича к Краскову Денису Олеговичу о взыскании задолженности и неустойки за нарушение условий договора поставки.
Согласно решению по делу № 2-6776/2025 от 15.09.2025 г. суд удовлетворил требования истца, однако в решение суда закралась ошибка. В частности, допущена ошибка в имени ответчика. 
Руководствуясь ст. 35, 200 ГПК
Прошу:
1.	Исправить описку в решении суда, заменить слово «Дмитрий» на слово «Денис».
Ожегов Дмитрий Сергеевич"
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Истец: Ожегов Дмитрий Сергеевич
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Ответчик: Красков Денис Олегович
Адрес регистрации: Курганская область, г. Курган, ул. Громова, д. 87, кв. 13.
Заявление об описке в решении суда
В производстве Курганского городского суда Курганской области рассматривалось дело по иску Ожегова Дмитрия Сергеевича к Краскову Денису Олеговичу о взыскании задолженности и неустойки за нарушение условий договора поставки.
Согласно решению по делу № 2-6776/2025 от 15.09.2025 г. суд удовлетворил требования истца, однако в решение суда закралась ошибка. В частности, допущена ошибка в имени ответчика. 
Руководствуясь ст. 35, 200 ГПК
Прошу:
1.	Исправить описку в решении суда, заменить слово «Дмитрий» на слово «Денис».
Ожегов Дмитрий Сергеевич 
' "
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Истец: Ожегов Дмитрий Сергеевич
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Ответчик: Некрасов Денис Олегович
Адрес регистрации: Курганская область, г. Курган, ул. Громова, д. 87, кв. 13.
Заявление об отсрочке исполнения решения суда
В производстве Курганского городского суда Курганской области рассматривалось дело по иску Ожегова Дмитрия Сергеевича к Некрасову Денису Олеговичу о взыскании задолженности и неустойки за нарушение условий договора поставки.
Согласно решению по делу № 2-6776/2025 от 15.09.2025 г. суд удовлетворил требования истца, ответчик обязан выплатить истцу денежные средства в сумме 450 000 рублей.
Довожу до сведения, что Ответчик в данный момент проходит химиотерапию в рамках стационарного лечения в ГБУ «Курганский онкологический госпиталь», не имеет постоянного заработка по месту работы.
Руководствуясь ст. 35, 203 ГПК
Прошу:
1.	Предоставить отсрочку исполнения решения суда до окончания лечения, на четыре месяца.
Некрасов Денис Олегович "
application,"Руководителю Уральского управления ПАО «Сбербанк» Денисову Денису Денисовичу
Курганская область, г. Курган, ул. Ленина, д. 65, офис 15А.
От Симонова Олега Павловича
Паспорт 3717 768900
Место прописки: г. Курган, ул. Красина, д. 12, кв. 1.
Номер телефона: +7-909-424-12-88
12 декабря 2025 года
Заявление по ошибочно перечисленным денежным средствам
Я, Симонов Олег Павлович, ошибочно перевел со счета под номером 4505 7890 9889 6780 денежные средства в сумме 20 000 рублей на банковский счет под номером 4505 4554 1232 2332, принадлежащий некому Алексею Сергеевичу Д.
В связи с ошибочным переводом денежных средств, прошу
1.	Возвратить ошибочно переведенные денежные средства в сумме 20 000 рублей.
Симонов Олег Павлович 
' "
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Истец: Ожегов Дмитрий Сергеевич
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Ответчик: Некрасов Денис Олегович
Адрес регистрации: Курганская область, г. Курган, ул. Громова, д. 87, кв. 13.
Заявление об отмене заочного решения
В производстве Курганского городского суда Курганской области рассматривалось дело по иску Ожегова Дмитрия Сергеевича к Некрасову Денису Олеговичу о взыскании задолженности и неустойки за нарушение условий договора поставки.
Согласно заочному решению по делу № 2-6776/2025 от 05.12.2025 г. суд удовлетворил требования истца.
Довожу до сведения, что Ответчик не присутствовал на судебном заседании 05.12.2025 г., не мог заблаговременно сообщить о своём отсутствии, так как находился в служебной поездке по месту работы, что подтверждается приказом о направлении в командировку.
Руководствуясь ст. 35, 242 ГПК
Прошу:
1.	Отменить заочное решение № 2-6776/2025 от 05.12.2025.
Некрасов Денис Олегович"
application,"В Курганский городской суд
Курганская область, г. Курган, ул. Дзержинского, д. 47.
Заявитель: Ожегов Дмитрий Сергеевич
Паспорт: 7213 780340
Адрес регистрации: Курганская область, г. Курган, ул. Кирова, д. 13, кв. 156.
Заявление об установлении юридического факта
Я, Ожегов Дмитрий Сергеевич с 01.02.2018 года по 30.01.2024 года работал на предприятии ООО «Лыжи и сноуборды» в должности инструктора по катанию. В силу того, что отдел кадров работодателя не справился со своей работой, сведения о трудовой деятельности не передавались в Фонд социального страхования, и теперь этот трудовой стаж не засчитывается в пенсионный.
Факт моей трудовой деятельности на предприятии ООО «Лыжи и сноуборды» подтверждается расчетными листами за весь период работы, а также свидетельством об инструкторстве от 15.02.2018 года.
Руководствуясь ст. 266, 267 ГПК
Прошу:
1.	Установить факт моей трудовой деятельности в ООО «Лыжи и сноуборды».
Приложения:
1.	Расчетные листы.
2.	Свидетельство.
Ожегов Дмитрий Сергеевич
' "
application,"Директору ПАО «Энергосбытовая компания «Аврора»
Курганская область, г. Курган, ул. Ленина, д. 65, офис 15А.
От электромонтёра Симонова Олега Павловича
12 декабря 2025 года
Заявление по уходу за ребёнком
Руководствуясь ст. 262 Трудового кодекса Российской Федерации,
прошу предоставить мне выходной день 15.12.2025 г. для ухода за ребёнком-инвалидом.
Симонов Олег Павлович
' "
application," Директору ООО «Мармелад» Денисову Олегу Викторовичу
От юрисконсульта Бальмонт Сергея Павловича
Заявление на дополнительный отпуск
Прошу предоставить дополнительный отпуск продолжительностью 3 календарных дня с 27.12.2025 г. по 29.12.2025 г.
25 декабря 2025 г.                                                Бальмонт Сергей Павлович 
' "
application,"Директору ООО «Роща леса» Денисову Олегу Викторовичу
От юрисконсульта Бальмонт Сергея Павловича
Заявление на перенос рабочего времени
Прошу перенести 4 часа рабочего времени с 28.12.2025 г. на 10.01.2026 г. в связи с необходимостью сопровождения ребёнка на приём в поликлинику.
25 декабря 2025 г.                                                Бальмонт Сергей Павлович"
application,"Директору ПАО «Энергетики Сибири» Громяко Виктору Петровичу
Курганская область, г. Курган, ул. Ленина, д. 65, офис 15А.
От Симонова Олега Павловича
Паспорт 3717 768900
Место прописки: г. Курган, ул. Красина, д. 12, кв. 1.
Лицевой счет: 702909
Номер телефона: +7-909-424-12-88
26 декабря 2025 года
Заявление на перерасчет за электроэнергию
На имя Симонова Олега Павловича заведен лицевой счет 702909 по адресу г. Курган, ул. Красина, д. 12, кв. 1. По данному лицевому счету оказывается услуга электроснабжения.
За период с 01.01.2025 по 30.11.2025 г. показания приборов учета не передавались, так как в квартире никто не проживал и не находился. Таки образом в течение одиннадцати месяцев размер платы начислялся исходя из общедомовых приборов учета.
Прошу произвести перерасчет по факту передачи актуальных показателей приборов учета на момент 26.12.2025 г.
Симонов Олег Павлович "
application,"Директору МБОУ «СОШ № 5» г. Кургана Любленой Тамаре Павловне
Г. Курган, ул. К. Маркса, д. 192.
От Бальмонт Сергея Павловича
Паспорт 3717 909909
Адрес регистрации: г. Курган, ул. К. Маркса, д. 52, кв. 12
Заявление на продлёнку в школе
Прошу записать мою дочь, ученицу 2 «Б» класса Бальмонт Ольгу Сергеевну, на группу продленного дня с 10.01.2026 г. Забирать её буду я. Номер сотового телефона: +7-909-255-12-89.
26 декабря 2025 г.                                                 Бальмонт Сергей Павлович "
application,"Директору ООО УК «Райские кущи» Громяко Виктору Петровичу
Курганская область, г. Курган, ул. Ленина, д. 65, офис 15А.
От Симонова Олега Павловича
Паспорт 3717 768900
Место прописки: г. Курган, ул. Красина, д. 12, кв. 1.
Лицевой счет: 702909
Номер телефона: +7-909-424-12-88
26 декабря 2025 года
Заявление на ремонт межпанельных швов
Я, Симонов Олег Павлович, являюсь собственником квартиры № 1 в доме № 12 по улице Красина в г. Кургане. Сообщаю, что межпанельные швы в доме прохудились, в связи с чем средняя температура воздуха в жилом помещении варьируется в районе 16 градусов по шкале Цельсия, что не соответствует государственному стандарту.
Прошу в кратчайшие сроки произвести ремонт межпанельных швов.
Симонов Олег Павлович "
application,"В Информационный центр МВД РФ по Томской области
Томская область, г. Томск, ул. Красилова, д. 76/А.
От Бальмонт Сергея Викторовича
10.09.1997 года рождения
Паспорт 3718 450050
Место прописки: г. Томск, ул. Ленина, д. 87, кв. 267.
Номер телефона: +7-909-890-12-77
28 декабря 2025 года
Заявление на справку об отсутствии судимости
Прошу выдать справку о наличии (отсутствии) судимости и (или) факта уголовного преследования либо о прекращении уголовного преследования.
Бальмонт Сергей Викторович "
application,"Директору ООО «Рога и копыта» Денисову Олегу Викторовичу
От бригадира Бальмонт Сергея Павловича
Заявление на увольнение по состоянию здоровья
Мне был поставлен диагноз «Сердечная недостаточность», противопоказаны тяжелые физические нагрузки, в связи с чем прошу уволить меня с предприятия с 09.01.2026 г. по состоянию здоровья.
27 декабря 2025 г.                                                Бальмонт Сергей Павлович "
application,"Директору ООО УК «Райские кущи» Громяко Виктору Петровичу
Курганская область, г. Курган, ул. Ленина, д. 65, офис 15А.
От Симонова Олега Павловича
Паспорт 3717 768900
Место прописки: г. Курган, ул. Красина, д. 12, кв. 1.
Лицевой счет: 702909
Номер телефона: +7-909-424-12-88
27 декабря 2025 года
Заявление о замене стояка в квартире
Я, Симонов Олег Павлович, являюсь собственником квартиры № 1 в доме № 12 по улице Красина в г. Кургане. Прошу принять заявку на замену стояка в квартире, поставить в её в очередь на ближайшее время. С прейскурантом УК ознакомлен.
Симонов Олег Павлович"
application,"Мировому судье судебного участка № 38 г. Кургана
Г. Курган, ул. Коли Могутина, д. 65.
Заявитель: Бальмонт Сергей Павлович
Паспорт 4354 124434
Адрес регистрации: г. Курган, ул. Красина, д. 54, кв. 125.
Номер сотового телефона: +7-909-656-12-43
Заявление о признании безвестно отсутствующим
Я, сын Бальмонт Павла Андреевича, который до 10.10.2024 г. проживал по адресу г. Курган, ул. Красина, д. 54, кв. 125, ушедшего из дома 10.10.2024 г. С указанной даты Бальмонт Павел Андреевич ушел из дома, с тех пор о нем не появлялось никаких сведений.
В попытках разыскать Бальмонт Павла Андреевича  я 15.10.2024 г. обращался с заявлением о пропаже в Управление МВД России по Курганской области, однако безуспешно. Признание Бальмонт Павла Андреевича  безвестно отсутствующим необходимо для сохранения его имущества. В частности, Бальмонт Павлу Андреевичу  принадлежит жилой дом по адресу г. Петухово, ул. Красина, д. 13, которому необходим текущий ремонт.
Руководствуясь ст. 276 ГПК РФ,
Прошу:
1.	Признать Бальмонт Павла Андреевича безвестно отсутствующим с 01.11.20024 г.
28 декабря 2025 г.                                                 Бальмонт Сергей Павлович"
application,"Мировому судье судебного участка № 38 г. Кургана
Г. Курган, ул. Коли Могутина, д. 65.
Истец: Бальмонт Сергей Павлович
Паспорт 4354 124434
Адрес регистрации: г. Курган, ул. Красина, д. 54, кв. 125.
Номер сотового телефона: +7-909-656-12-43
Ответчик: Базанов Игорь Николаевич
Заявление о признании иска ответчиком
Мировым судьей судебного участка № 38 рассматривается гражданский спор по иску Бальмонт Сергея Павловича к Базанову Игорю Николаевичу о взыскании задолженности по договору денежного займа в сумме 20 000 рублей.
Ответчик признаёт исковые требования, последствия ст. 39 ГПК ему понятны.
Руководствуясь ст. 35, 39 ГПК,
Признаю исковые требования Бальмонт Сергея Павловича к Базанову Игорю Николаевичу, обязуюсь выплатить денежные средства по договору денежного займа в сумме 20 000 рублей.
26 декабря 2025 г.                                                 Базанов Игорь Николаевич "
application,"Мировому судье судебного участка № 38 г. Кургана
Г. Курган, ул. Коли Могутина, д. 65.
Истец: Бальмонт Сергей Павлович
Паспорт 4354 124434
Адрес регистрации: г. Курган, ул. Красина, д. 54, кв. 125.
Номер сотового телефона: +7-909-656-12-43
Ответчик: Базанов Игорь Николаевич
Заявление о составлении мотивированного решения суда
Мировым судьей судебного участка № 38 рассматривался гражданский спор по иску Бальмонт Сергея Павловича к Базанову Игорю Николаевичу о взыскании задолженности по договору денежного займа в сумме 20 000 рублей. По делу вынесено решение № 2-5252/2025 от 15.12.2025 г.
Руководствуясь ст. 199 ГПК,
Прошу:
1.	Подготовить мотивированное решение суда № 2-5252/2025 от 15.12.2025 г.
27 декабря 2025 г.                                                 Базанов Игорь Николаевич "
application,"Мировому судье судебного участка № 38 г. Кургана
Г. Курган, ул. Коли Могутина, д. 65.
Истец: Бальмонт Сергей Павлович
Паспорт 4354 124434
Адрес регистрации: г. Курган, ул. Красина, д. 54, кв. 125.
Номер сотового телефона: +7-909-656-12-43
Ответчик: Базанов Игорь Николаевич
Заявление об изменении исковых требований
Мировым судьей судебного участка № 38 рассматривается гражданский спор по иску Бальмонт Сергея Павловича к Базанову Игорю Николаевичу о взыскании задолженности по договору денежного займа в сумме 20 000 рублей.
В связи с погашением Ответчиком части задолженности на общую сумму 5 000 рублей,
Руководствуясь ст. 35, 39 ГПК,
Прошу:
1.        Изменить исковые требования в части взыскания суммы задолженности, взыскать с Базанова Игоря Николаевича денежные средства в сумме 15 000 рублей.
27 декабря 2025 г.                                                 Бальмонт Сергей Павлович 
' "
application,"Мировому судье судебного участка № 38 г. Кургана
Г. Курган, ул. Коли Могутина, д. 65.
Истец: Бальмонт Сергей Павлович
Паспорт 4354 124434
Адрес регистрации: г. Курган, ул. Красина, д. 54, кв. 125.
Номер сотового телефона: +7-909-656-12-43
Ответчик: Базанов Игорь Николаевич
Заявление об исправлении недостатков искового заявления
Бальмонт Сергей Павлович 20.12.2025 г. обратился к Мировому судье судебного участка № 38 с исковым заявлением к Базанову Игорю Николаевичу о взыскании задолженности по договору денежного займа.
Определением суда от 22.12.2025 г. исковое заявление было оставлено без движения со ссылкой на 131 и 132 статьи ГПК, так как Истец не направил Ответчику копию искового заявления.
Довожу до сведения, что 24.12.2025 г. Ответчику было направлена копия искового заявления, что подтверждается квитанцией об отправке.
Прошу:
1.        Принять исковое заявление к производству.
Приложение:
1.        Квитанция об отправке заказного письма от 24.12.2025 г.
27 декабря 2025 г.                                                 Бальмонт Сергей Павлович 
' "
application,"Курганское городское отделение судебных приставов 
Курганская область, г. Курган, ул. Ленина, д. 78.
Взыскатель: Григорьев Денис Викторович
Паспорт 3717 091911
Место прописки: г. Курган, ул. Гагарина, д. 10, кв. 15.
+7-909-678-77-98
Должник: Денисов Олег Павлович
Паспорт 3719 111111
Место прописки: г. Курган, ул. Пионеров, д. 67, кв. 12.
Заявление об ознакомлении с исполнительным производством
Григорьев Денис Викторович обратился с заявлением о взыскании с исполнительным листом по делу 2-7667/2022 от 12.10.2025., выданный мировым судьей судебного участка № 54 г. Кургана Курганской области в отношении должника Денисова Олеаг Павловича, проживающего по адресу: г. Курган, ул. Пионеров, д. 67, кв. 12., место работы: неизвестно о  взыскании задолженности по договору денежного займа в размере 15 891 руб. 60 коп., расходы по уплате государственной пошлины в размере 200 руб.0 коп. и возбудить исполнительное производство.
Прошу предоставить материалы исполнительного производства для ознакомления.
Приложения:.
1.	Копия доверенности
Григорьев Денис Викторович "
application,"Служба судебных приставов по г. Азову и Азовскому району
Судебному приставу Сидорову Петру Алексеевичу
адрес: г. Азов РО, улица Привокзальная, 12
от Курилина Степана Сергеевича
адрес: с. Маросеево Азовского района, РО, ул. Вольная, 7
телефон: 89288306240

ЗАЯВЛЕНИЕ

17 мая 2019 года судебным приставом-исполнителем был наложен арест на имущество, а именно дом, расположенный по адресу: улица Красная, 10, с. Маросеево Азовского района, РО, на основании исполнительного листа по делу №4-17647/2019 о взыскании долга с должника Капитонова С.И. в пользу Михайлова К.С. денежных средств в размере 800 тыс. рублей.

Арест произведен незаконно. Указанный дом должнику Капитонову С.И. не принадлежит. Собственником имущества являюсь я на основании договора купли-продажи от 5 октября 2018 года.

В связи с вышеизложенным прошу снять арест с имущества, расположенного по адресу улица Красная, 10, с. Маросеево Азовского района, РО.

В случае отказа оставляю за собой право обратиться с исковым заявлением в суд.

20.05.19

Курилин С.С."
application,"В Кировский районный суд г. Ростова-на-Дону
г. Ростов-на-Дону, пер. Газетный, 36
Кривошеева Михаила Ивановича
г. Ростов-на-Дону, переулок Журавлева 1, кв. 5а

Заявление

14 февраля 2019 года я подал иск о взыскании с Куролесова Григория Макаровича 72 тыс. рублей заемных средств. В соответствии с действующим законодательством причитающаяся мне к уплате госпошлина составляет 2360 руб.*, но в настоящее время я не имею возможности уплатить эту сумму в связи со сложным финансовым положением – уволен в связи с ликвидацией фирмы, нахожусь в поиске работы.

На основании изложенного, руководствуясь ст. 333.41 НК РФ, прошу отсрочить уплату государственной пошлины по моему иску к Куролесову Г.М. до окончания рассмотрения дела.

Приложение: справка Центра занятости.

14.02.19

Кривошеев М.И."
application,"Директору ООО «Электра»
Никодимову Артему Филипповичу
от менеджера
Супруновой Маргариты Петровны

заявление.

Прошу предоставить мне отпуск по уходу за ребенком до 1,5 лет (дочь Супрунова Мария Ильинична родилась 3.04.19 г.) с 13 июня 2019 года. Прошу производить расчет и выплачивать мне ежемесячное пособие по уходу за ребенком до 1,5 лет на счет зарплатной карты.
Приложения:

копия свидетельства о рождении дочери Супруновой М.И.,
справка с места работы мужа, о том, то он не находится в отпуске по уходу за ребенком и не получает ежемесячное пособие.
13.06.19 г.

Супрунова М.П."
application,"По месту требования
От гражданки России Алябьева Анастасия Александровна , 01.01.2000 г.р., пол женский, место рождения: место, загранпаспорт 00№0000000, выдан НЕ ГУ МВД 12.12.2012, (если имеется внутренний паспорт)  зарегистрированной в России по адресу: адрес и временно находящейся в Канаде, (для имеющих штамп в паспорте о ПМЖ) постоянно проживающей в Канаде по адресу: адрес,
З А Я В Л Е Н И Е
(Заявление о принятии наследства)

01.01.2000 года умерла моя мать – Алябева Татьяна Максимовна, проживавшая по адресу: адрес.
Настоящим заявлением ставлю Вас в известность, что я принимаю наследство, оставшееся после ее смерти, в чем бы ни заключалось и где бы ни находилось наследственное имущество.
"
application,"По месту требования
От гражданки России Алябьева Анастасия Александровна , 01.01.2000 г.р., пол женский, место рождения: место, загранпаспорт 00№0000000, выдан НЕ ГУ МВД 12.12.2012, (если имеется внутренний паспорт)  зарегистрированной в России по адресу: адрес и временно находящейся в Канаде, (для имеющих штамп в паспорте о ПМЖ) постоянно проживающей в Канаде по адресу: адрес,
З А Я В Л Е Н И Е
(Заявление об отказе от наследства в пользу другого)

Я, Алябьева Анастасия Александровна., настоящим заявлением сообщаю, что я отказываюсь от причитающейся мне доли в наследственном имуществе моей тети, Алябьевой Ирины Максимовны, умершей 31.01.2001, в пользу сестры наследодателя Алябьевой Екатерины Александровны.
Мне разъяснено, что в соответствии со статьей 1157 Гражданского кодекса Российской Федерации отказ от наследства не может быть отменен или взят обратно. Отказываясь от части наследства, я отказываюсь от всего наследства, в чем бы ни заключалось и где бы ни находилось наследственное имущество.
"
application,"По месту требования
По месту требования
От гражданки России Алябьева Анастасия Александровна , 01.01.2000 г.р., пол женский, место рождения: место, загранпаспорт 00№0000000, выдан НЕ ГУ МВД 12.12.2012, (если имеется внутренний паспорт)  зарегистрированной в России по адресу: адрес и временно находящейся в Канаде, (для имеющих штамп в паспорте о ПМЖ) постоянно проживающей в Канаде по адресу: адрес,
З А Я В Л Е Н И Е
(Заявление об отказе от наследства безоговорочно)

Я, Алябьева Анастасия Александровна , 01.01.2000 г.., настоящим заявлением сообщаю, что я отказываюсь от причитающейся мне доли в наследственном имуществе моей тети, Алябьевой Ирины Максимовны,, ей 18.12.2002.
Мне разъяснено, что в соответствии со статьей 1157 Гражданского кодекса Российской Федерации отказ от наследства не может быть отменен или взят обратно. Отказываясь от части наследства, я отказываюсь от всего наследства по любым основаниям наследования (как по закону, так и по завещанию), в чем бы ни заключалось и где бы ни находилось наследственное имущество.
"
application,"По месту требования
От гражданки России Алябьева Анастасия Александровна , 01.01.2000 г.р., пол женский, место рождения: место, загранпаспорт 00№0000000, выдан НЕ ГУ МВД 12.12.2012, (если имеется внутренний паспорт)  зарегистрированной в России по адресу: адрес и временно находящейся в Канаде, (для имеющих штамп в паспорте о ПМЖ) постоянно проживающей в Канаде по адресу: адрес,
З А Я В Л Е Н И Е
(Заявление о непринятии наследства)

Я, Алябьева Анастасия Александровна , 01.01.2000 г.р. настоящим заявлением сообщаю, что несмотря на то, что я была зарегистрирована совместно с моим отцом, Алябивеным Александров Ивановичем, умершим 02.01.2009г года, по адресу:адрес, наследство я не принимала, на него, в чем бы оно ни заключалось и где бы оно ни находилось, не претендую и оформлять свои наследственные права не желаю.
В суд для раздела наследственного имущества обращаться не намерена. 
"
application,"По месту требования
От гражданки России Алябьева Анастасия Александровна , 01.01.2000 г.р., пол женский, место рождения: место, загранпаспорт 00№0000000, выдан НЕ ГУ МВД 12.12.2012, (если имеется внутренний паспорт)  зарегистрированной в России по адресу: адрес и временно находящейся в Канаде, (для имеющих штамп в паспорте о ПМЖ) постоянно проживающей в Канаде по адресу: адрес,
З А Я В Л Е Н И Е

Настоящим выражаю свое согласие на снятие меня с регистрационного учета по адресу: Адрес, в связи с переездом на постоянное место жительства в Канаду, поставить штампы в паспорте и других документах о снятии с регистрационного учета, выдать листок убытия и другие необходимые документы.
"
application,"По месту требования
От гражданки России Алябьева Анастасия Александровна , 01.01.2000 г.р., пол женский, место рождения: место, загранпаспорт 00№0000000, выдан НЕ ГУ МВД 12.12.2012, (если имеется внутренний паспорт)  зарегистрированной в России по адресу: адрес и временно находящейся в Канаде, (для имеющих штамп в паспорте о ПМЖ) постоянно проживающей в Канаде по адресу: адрес,

З А Я В Л Е Н И Е
(отказ от приватизации)

Я,Алябьева Анастасия Александровна , 01.01.2000 г.р., настоящим заявлением даю согласие и не возражаю против приватизации квартиры, находящейся по адресу: Адрес на имя Ф.И.О.
 Настоящим заявлением я отказываюсь от права на приватизацию указанной квартиры.
Я,Алябьева Анастасия Александровна ,  сообщаю, что правовые последствия отказа от права на приватизацию мне известны.
Содержание статей 153-156, 166, 170, 177 и 178 Гражданского кодекса Российской Федерации мне разъяснено и понятно.
"
